日付,機種名,台番,累計ゲーム数,BIG回数,REG回数,最大放出数,推測差枚,合算確率,REG確率,最有力設定,設定1(%),設定2(%),設定3(%),設定4(%),設定V(%)
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0372,7443,31,19,2814,1629,148.9,391.7,設定V,9.8,13.9,19.6,26.5,30.2
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0371,1133,2,3,457,-586,226.6,377.7,設定1,21.8,21.4,20.7,19.2,16.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0370,2859,9,6,1104,-450,190.6,476.5,設定1,22.7,22.4,21.3,18.8,14.8
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0369,3925,18,8,1618,1112,151.0,490.6,設定4,16.4,18.5,20.7,22.5,21.8
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0368,1571,4,4,675,-450,196.4,392.8,設定2,21.1,21.1,20.8,19.6,17.4
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0367,3771,10,11,844,-776,179.6,342.8,設定3,18.5,20.2,21.5,21.2,18.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0366,5587,25,12,2747,1468,151.0,465.6,設定4,14.5,17.5,20.8,23.8,23.4
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0365,3454,13,12,2104,737,138.2,287.8,設定V,10.0,13.3,18.2,25.1,33.3
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0364,6349,32,16,3625,3096,132.3,396.8,設定V,6.5,10.0,16.2,26.8,40.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0363,694,0,1,136,-850,694.0,694.0,設定1,25.2,23.1,20.5,17.3,13.8
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0362,8125,39,22,3660,3552,133.2,369.3,設定V,4.1,7.3,13.9,27.1,47.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0361,1640,4,3,602,-678,234.3,546.7,設定1,24.5,23.0,20.9,17.8,13.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0360,1537,3,2,322,-974,307.4,768.5,設定1,27.6,24.4,20.6,16.1,11.3
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0359,4210,17,7,1518,267,175.4,601.4,設定1,23.3,22.9,21.6,18.6,13.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0358,2251,9,2,896,-111,204.6,1125.5,設定1,26.6,24.1,20.8,16.7,11.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0357,7826,32,26,3043,2310,134.9,301.0,設定V,3.1,6.0,12.4,26.5,52.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0356,5046,15,17,1351,-236,157.7,296.8,設定V,11.3,14.9,19.9,25.2,28.8
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0355,3731,12,10,1500,-225,169.6,373.1,設定4,17.8,19.6,21.2,21.7,19.7
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0354,6092,24,16,2372,963,152.3,380.8,設定V,11.9,15.6,20.3,25.2,27.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0353,5953,20,10,1292,-868,198.4,595.3,設定1,30.2,26.7,21.3,14.4,7.4
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0352,2980,12,4,1151,55,186.2,745.0,設定1,24.9,23.5,21.1,17.6,12.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0351,8484,26,30,1993,29,151.5,282.8,設定V,5.0,8.9,16.2,28.0,41.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0350,1944,8,5,1512,400,149.5,388.8,設定V,16.9,18.5,20.2,21.8,22.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0349,2570,7,4,767,-925,233.6,642.5,設定1,27.9,24.8,20.9,15.9,10.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0348,4414,12,13,993,-800,176.6,339.5,設定4,17.5,19.8,21.6,21.8,19.2
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0347,9010,35,23,2141,1184,155.3,391.7,設定V,10.6,15.0,20.9,26.6,26.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0346,1326,5,1,607,-182,221.0,1326.0,設定1,24.8,23.0,20.6,17.6,14.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0345,7775,37,17,3986,2772,144.0,457.4,設定V,9.9,13.8,19.4,26.5,30.3
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0344,3215,7,11,864,-926,178.6,292.3,設定4,16.9,19.0,21.1,22.0,21.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0343,2195,6,5,806,-578,199.5,439.0,設定1,22.4,22.1,21.1,18.9,15.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0342,1448,4,4,892,-277,181.0,362.0,設定3,19.7,20.3,20.6,20.3,19.1
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0341,8092,46,21,5291,5652,120.8,385.3,設定V,2.0,4.2,9.6,24.6,59.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0340,2183,4,5,654,-1185,242.6,436.6,設定1,25.3,23.6,21.1,17.3,12.7
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0339,5045,23,11,1890,1480,148.4,458.6,設定V,14.1,17.1,20.5,23.9,24.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0338,1140,2,0,489,-986,570.0,0,設定1,30.1,25.3,20.1,14.7,9.7
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0337,4849,17,6,1416,-764,210.8,808.2,設定1,33.1,27.3,20.3,12.9,6.4
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0336,4726,9,10,878,-2567,248.7,472.6,設定1,32.9,27.5,20.6,12.8,6.2
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0335,3599,11,7,1095,-741,199.9,514.1,設定1,25.4,24.0,21.4,17.3,11.9
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0334,3064,9,8,937,-479,180.2,383.0,設定3,19.8,20.8,21.3,20.4,17.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0333,1791,4,1,621,-1151,358.2,1791.0,設定1,31.8,26.1,20.0,13.8,8.3
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0332,6695,19,20,1367,-928,171.7,334.8,設定4,14.8,18.3,22.1,23.8,21.1
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0331,1841,5,3,972,-650,230.1,613.7,設定1,25.3,23.4,20.9,17.3,13.1
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0330,8016,32,31,3493,2692,127.2,258.6,設定V,1.2,2.9,7.7,22.7,65.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0329,1613,8,0,1266,217,201.6,0,設定1,26.3,23.7,20.5,16.9,12.7
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0328,4960,21,7,2212,456,177.1,708.6,設定1,25.7,24.3,21.6,17.2,11.2
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0327,2526,6,3,806,-1305,280.7,842.0,設定1,31.6,26.3,20.2,13.8,8.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0326,1187,3,2,334,-480,237.4,593.5,設定1,23.6,22.4,20.7,18.3,15.1
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0325,7800,29,19,2172,501,162.5,410.5,設定4,14.9,18.5,22.1,23.9,20.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0324,2724,6,6,488,-1195,227.0,454.0,設定1,25.7,24.0,21.2,17.1,12.0
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0323,4952,16,17,1572,207,150.1,291.3,設定V,9.6,13.3,18.8,25.8,32.6
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0322,2887,5,8,766,-1477,222.1,360.9,設定1,23.7,23.1,21.5,18.2,13.5
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0321,5444,15,16,1597,-929,175.6,340.2,設定4,16.8,19.5,22.0,22.4,19.3
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0320,7465,27,13,1314,-429,186.6,574.2,設定1,28.6,26.4,22.0,15.3,7.7
2026-07-20,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0319,5206,27,14,4059,2891,127.0,371.9,設定V,6.4,9.8,15.7,26.3,41.9
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0372,6431,22,17,1638,-9,164.9,378.3,設定4,15.1,18.4,21.8,23.5,21.1
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0371,4095,13,17,1792,482,136.5,240.9,設定V,6.6,10.1,16.1,26.0,41.2
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0370,6000,25,6,2311,105,193.5,1000.0,設定1,34.0,27.7,20.2,12.5,5.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0369,1601,3,2,324,-1065,320.2,800.5,設定1,28.3,24.8,20.5,15.7,10.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0368,6668,29,17,2173,1840,145.0,392.2,設定V,9.5,13.4,19.0,26.3,31.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0367,1778,6,2,541,-379,222.2,889.0,設定1,25.8,23.6,20.7,17.1,12.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0366,2100,5,4,552,-886,233.3,525.0,設定1,25.5,23.7,21.0,17.2,12.6
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0365,7113,33,12,2097,1809,158.1,592.8,設定3,18.9,21.0,22.2,21.5,16.5
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0364,2969,12,7,1592,460,156.3,424.1,設定4,17.2,18.9,20.7,21.9,21.4
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0363,4326,14,9,917,-572,188.1,480.7,設定1,23.7,23.4,21.8,18.3,12.9
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0362,8522,36,29,3721,2965,131.1,293.9,設定V,1.9,4.1,9.8,24.9,59.3
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0361,2824,8,6,847,-712,201.7,470.7,設定1,23.8,23.0,21.3,18.2,13.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0360,3116,10,5,1089,-631,207.7,623.2,設定1,26.8,24.5,21.1,16.5,11.1
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0359,2767,11,5,1228,173,172.9,553.4,設定2,21.4,21.5,21.1,19.6,16.4
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0358,6022,20,11,1510,-835,194.3,547.5,設定1,28.3,26.0,21.7,15.5,8.5
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0357,3180,6,6,492,-1839,265.0,530.0,設定1,30.9,26.3,20.7,14.1,8.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0356,4186,9,8,487,-2064,246.2,523.2,設定1,32.3,27.1,20.6,13.3,6.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0355,5700,15,17,1531,-1160,178.1,335.3,設定4,17.0,19.8,22.2,22.3,18.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0354,5229,19,6,958,-677,209.2,871.5,設定1,34.3,27.7,20.0,12.2,5.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0353,2228,9,1,1563,-208,222.8,2228.0,設定1,29.1,25.1,20.4,15.3,10.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0352,6023,24,11,1368,411,172.1,547.5,設定2,22.5,23.0,22.2,19.1,13.2
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0351,9000,26,37,2091,210,142.9,243.2,設定V,1.8,4.1,10.3,25.5,58.3
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0350,6200,31,8,2818,1955,159.0,775.0,設定2,22.1,22.5,21.9,19.6,14.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0349,6703,21,20,972,-315,163.5,335.1,設定4,12.6,16.5,21.2,25.0,24.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0348,7289,31,13,3634,1067,165.7,560.7,設定3,21.0,22.4,22.5,20.1,13.9
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0347,6749,22,14,1721,-848,187.5,482.1,設定1,25.5,25.0,22.4,17.1,10.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0346,2561,7,5,778,-783,213.4,512.2,設定1,25.0,23.6,21.1,17.5,12.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0345,9697,38,19,1771,629,170.1,510.4,設定2,21.5,23.4,23.4,19.8,11.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0344,7396,29,11,2129,31,184.9,672.4,設定1,30.2,26.9,21.5,14.4,7.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0343,1621,1,4,522,-1457,324.2,405.2,設定1,26.2,23.9,20.9,16.8,12.2
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0342,2627,10,3,1540,-200,202.1,875.7,設定1,26.7,24.2,20.9,16.6,11.6
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0341,6517,36,14,5536,3847,130.3,465.5,設定V,7.1,10.6,16.6,26.8,39.0
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0340,1213,4,0,425,-465,303.2,0,設定1,27.8,24.3,20.4,16.0,11.5
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0339,5779,25,5,2069,287,192.6,1155.8,設定1,34.2,27.6,20.1,12.4,5.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0338,7218,20,22,1119,-1094,171.9,328.1,設定4,14.1,18.0,22.1,24.2,21.6
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0337,2007,7,1,754,-520,250.9,2007.0,設定1,29.6,25.3,20.4,15.0,9.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0336,4932,13,9,866,-1739,224.2,548.0,設定1,31.9,27.1,20.8,13.4,6.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0335,4556,15,8,886,-714,198.1,569.5,設定1,27.4,25.2,21.5,16.1,9.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0334,7571,26,22,1640,278,157.7,344.1,設定V,10.5,14.7,20.4,26.2,28.1
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0333,1512,7,1,912,178,189.0,1512.0,設定1,23.9,22.5,20.6,18.2,14.8
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0332,6656,31,18,3960,2611,135.8,369.8,設定V,6.4,10.0,16.3,27.0,40.3
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0331,8493,29,29,1914,822,146.4,292.9,設定V,4.4,8.0,15.1,27.8,44.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0330,6003,21,15,1953,23,166.8,400.2,設定4,16.8,19.5,21.9,22.5,19.3
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0329,4598,20,15,2578,1695,131.4,306.5,設定V,6.9,10.3,16.2,26.1,40.6
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0328,7390,28,24,3211,1418,142.1,307.9,設定V,5.2,8.8,15.5,27.3,43.2
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0327,2737,7,7,772,-771,195.5,391.0,設定2,21.7,21.9,21.3,19.3,15.7
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0326,4729,19,9,1147,418,168.9,525.4,設定2,20.9,21.7,21.7,20.0,15.6
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0325,5401,17,12,1305,-764,186.2,450.1,設定2,23.3,23.5,22.2,18.5,12.5
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0324,3286,6,5,804,-2119,298.7,657.2,設定1,34.8,27.5,19.7,12.0,5.9
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0323,5946,26,9,2827,883,169.9,660.7,設定1,23.9,23.7,22.0,18.3,12.1
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0322,4291,17,11,2475,673,153.2,390.1,設定V,14.5,17.3,20.5,23.5,24.2
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0321,2781,12,5,1780,466,163.6,556.2,設定3,20.1,20.7,21.0,20.3,17.9
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0320,4035,14,6,947,-551,201.8,672.5,設定1,28.5,25.4,21.1,15.6,9.4
2026-07-19,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,0319,5186,15,17,1415,-434,162.1,305.1,設定V,12.4,16.0,20.5,24.7,26.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,372,5409,12,14,835,-2075,208.0,386.4,設定1,25.5,24.8,22.3,17.1,10.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,371,4128,15,11,1595,279,158.8,375.3,設定4,15.4,18.0,20.8,23.0,22.7
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,370,6429,32,19,3851,3373,126.1,338.4,設定V,3.8,6.7,12.8,26.1,50.5
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,369,1805,3,2,336,-1353,361.0,902.5,設定1,30.7,25.8,20.3,14.4,8.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,368,7426,28,11,1300,-322,190.4,675.1,設定1,32.0,27.5,21.1,13.4,6.0
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,367,5145,15,11,1827,-1156,197.9,467.7,設定1,26.0,24.8,21.9,16.8,10.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,366,5780,20,18,1556,416,152.1,321.1,設定V,10.0,13.9,19.3,25.9,30.8
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,365,2020,7,3,1273,-279,202.0,673.3,設定1,24.3,22.9,20.9,17.9,13.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,364,5654,21,20,2024,1166,137.9,282.7,設定V,5.7,9.2,15.5,26.6,43.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,363,4484,14,9,1346,-795,195.0,498.2,設定1,25.5,24.3,21.7,17.2,11.3
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,362,3522,13,5,713,-268,195.7,704.4,設定1,26.9,24.6,21.2,16.5,10.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,361,3822,12,11,2068,-224,166.2,347.5,設定4,16.3,18.7,21.0,22.4,21.5
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,360,4528,17,8,1325,-51,181.1,566.0,設定1,24.2,23.5,21.7,18.1,12.5
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,359,3043,8,9,779,-631,179.0,338.1,設定3,18.6,20.0,21.2,21.1,19.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,358,8318,28,28,1790,627,148.5,297.1,設定V,5.2,9.0,16.1,27.9,41.8
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,357,5535,17,12,917,-953,190.9,461.2,設定1,24.8,24.3,22.2,17.6,11.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,356,2774,11,4,774,34,184.9,693.5,設定1,24.1,23.0,21.1,18.1,13.7
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,355,6600,27,11,2052,532,173.7,600.0,設定1,24.4,24.1,22.2,18.0,11.3
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,354,5912,15,12,988,-2110,219.0,492.7,設定1,31.8,27.4,21.1,13.3,6.3
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,353,2163,3,2,322,-1859,432.6,1081.5,設定1,34.8,27.2,19.5,12.1,6.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,352,4779,17,9,1872,-275,183.8,531.0,設定1,24.3,23.7,21.8,18.0,12.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,351,6760,30,18,2438,2152,140.8,375.6,設定V,7.7,11.6,17.7,26.9,36.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,350,1899,5,4,1019,-602,211.0,474.8,設定1,23.3,22.4,21.0,18.5,14.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,349,5887,24,14,2106,993,154.9,420.5,設定4,14.2,17.4,21.0,24.0,23.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,348,7176,28,18,1797,940,156.0,398.7,設定4,12.6,16.5,21.1,25.1,24.8
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,347,3802,11,5,1121,-1287,237.6,760.4,設定1,33.1,27.1,20.2,13.0,6.7
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,346,6052,19,12,1046,-1059,195.2,504.3,設定1,27.5,25.7,22.0,16.0,8.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,345,2703,7,6,979,-853,207.9,450.5,設定1,24.0,23.1,21.3,18.1,13.6
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,344,2926,8,2,539,-1376,292.6,1463.0,設定1,35.9,27.6,19.3,11.6,5.7
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,343,7136,23,10,2322,-1602,216.2,713.6,設定1,38.6,29.2,19.0,9.7,3.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,342,6989,30,10,2352,788,174.7,698.9,設定1,26.9,25.3,21.9,16.5,9.3
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,341,7749,35,24,3849,3095,131.3,322.9,設定V,3.1,5.9,12.2,26.3,52.6
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,340,8874,37,24,2536,2130,145.5,369.8,設定V,6.6,10.7,17.6,27.9,37.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,339,6782,24,21,1922,639,150.7,323.0,設定V,8.5,12.5,18.7,26.8,33.5
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,338,1060,1,2,313,-925,353.3,530.0,設定1,25.2,23.2,20.7,17.4,13.6
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,337,8068,36,21,3044,2566,141.5,384.2,設定V,6.7,10.6,17.2,27.6,37.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,336,6171,26,9,1748,566,176.3,685.7,設定1,26.4,24.9,21.8,16.8,10.0
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,335,2431,7,2,648,-989,270.1,1215.5,設定1,31.8,26.2,20.1,13.8,8.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,334,7087,27,15,1637,364,168.7,472.5,設定3,19.6,21.6,22.6,21.0,15.3
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,333,1982,6,3,968,-537,220.2,660.7,設定1,25.4,23.5,20.9,17.3,12.9
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,332,3755,9,9,852,-1325,208.6,417.2,設定1,24.8,23.9,21.7,17.6,12.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,331,5291,13,20,1033,-817,160.3,264.6,設定V,9.8,13.8,19.4,25.8,31.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,330,7313,24,20,1680,-240,166.2,365.6,設定4,14.3,18.1,22.0,24.1,21.4
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,329,2888,9,5,1534,-621,206.3,577.6,設定1,25.7,23.9,21.2,17.1,12.1
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,328,6676,25,12,1995,-69,180.4,556.3,設定1,25.6,24.8,22.2,17.2,10.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,327,4588,21,10,2793,1371,148.0,458.8,設定V,14.5,17.3,20.5,23.6,24.2
2026-07-18,SBﾆｭｰｷﾝｸﾞﾊﾅﾊﾅV-30,326,5844,19,13,1585,-636,182.6,449.5,設定2,22.7,23.2,22.4,18.9,12.8
